Model No,Make,Model,Variant,Ex_Showroom_Price,Displacement,Cylinders,Fuel_Tank_Capacity,Fuel_Type,City_Mileage,Gears,Front_Brakes,Rear_Brakes,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Speedometer,Seating_Capacity,Aux-in_Compatibility,Basic_Warranty,Handbrake,Sale_per_year,warranty,Model_year
119,Maruti Suzuki,Dzire Tour,Ldi,9870846,1248 cc,4,42 litres,Diesel,14.6 km/litre,4,Ventilated Disc,Drum,165/80R14,165/80R14,Analog,5,No,2 years /40000 Kms (years/distance whichever comes first),Manual,10544,3,2015
120,Maruti Suzuki,Dzire Tour,Lxi,3400609,1197 cc,4,42 litres,Petrol,16.3 km/litre,5,Ventilated Disc,Drum,165/80R14,165/80R14,Analog,5,No,2 years /40000 Kms (years/distance whichever comes first),Manual,5806,5,2022
121,Maruti Suzuki,Dzire Tour,Lxi Cng,7276298,1197 cc,4,42 litres,CNG,23 km/litre,5,Ventilated Disc,Drum,165/80R14,165/80R14,Analog,5,No,2 years /40000 Kms (years/distance whichever comes first),Manual,5998,2,2017
122,Hyundai,Elite I20,Era 1.2,4696083,1197 cc,4,45 litres,Petrol,13.3 km/litre,5,Ventilated Disc,Drum,185/70R14,185/70R14,Analog,5,No,2 years / Unlimited Kms,Manual,5127,3,2011
123,Hyundai,Elite I20,Era 1.4 Crdi,2259113,1396 cc,4,45 litres,Diesel,18.4 km/litre,6,Ventilated Disc,Drum,185/70R14,185/70R14,Analog,5,No,2 years / Unlimited Kms,Manual,1442,5,2015
124,Hyundai,Elite I20,Magna Plus,5310809,1197 cc,4,45 litres,Petrol,13.3 km/litre,5,Ventilated Disc,Drum,185/70R14,185/70R14,Analog,5,Yes,2 years / Unlimited Kms,Manual,2679,3,2014
125,Hyundai,Elite I20,Magna Plus Crdi,6232543,1396 cc,4,45 litres,Diesel,18.4 km/litre,6,Ventilated Disc,Drum,185/70R14,185/70R14,Analog,5,Yes,2 years / Unlimited Kms,Manual,7702,2,2012
126,Hyundai,Elite I20,Sportz Plus,7122077,1197 cc,4,45 litres,Petrol,13.3 km/litre,5,Ventilated Disc,Drum,185/65R14,185/65R14,Analog,5,Yes,2 years / Unlimited Kms,Manual,2849,2,2022
127,Hyundai,Elite I20,Sportz Plus Crdi Dual Tone,6331583,1396 cc,4,45 litres,Diesel,18.4 km/litre,6,Ventilated Disc,Drum,185/65R14,185/65R14,Analog,5,Yes,2 years / Unlimited Kms,Manual,6241,3,2018
128,Hyundai,Elite I20,Asta (O) 1.2,4403600,1197 cc,4,45 litres,Petrol,13.3 km/litre,5,Ventilated Disc,Drum,195/55R16,195/55R16,Analog,5,Yes,2 years / Unlimited Kms,Manual,5888,2,2016
129,Hyundai,Elite I20,Asta (O) Crdi,4207453,1396 cc,4,45 litres,Diesel,18.4 km/litre,6,Ventilated Disc,Drum,195/55R16,195/55R16,Analog,5,Yes,2 years / Unlimited Kms,Manual,4008,3,2018
130,Hyundai,Elite I20,Asta (O) Cvt,3799017,1197 cc,4,45 litres,Petrol,13.3 km/litre,5,Ventilated Disc,Drum,195/55R16,195/55R16,Analog,5,Yes,2 years / Unlimited Kms,Manual,8566,4,2015
131,Hyundai,Elite I20,Sportz Plus Dual Tone,4875854,1197 cc,4,45 litres,Petrol,13.3 km/litre,5,Ventilated Disc,Drum,185/70R14,185/70R14,Analog,5,Yes,2 years / Unlimited Kms,Manual,4685,4,2015
132,Hyundai,Elite I20,Sportz Plus Cvt,9206701,1197 cc,4,45 litres,Petrol,13.3 km/litre,5,Ventilated Disc,Drum,185/65R14,185/65R14,Analog,5,Yes,2 years / Unlimited Kms,Manual,2024,3,2019
133,Hyundai,Elite I20,Sportz Plus Crdi,6442832,1396 cc,4,45 litres,Diesel,18.4 km/litre,6,Ventilated Disc,Drum,185/70R14,185/70R14,Analog,5,Yes,2 years / Unlimited Kms,Manual,7393,5,2015
134,Hyundai,Aura,E 1.2 Petrol,1504395,1197 cc,2,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,165/70 R14,165/70 R14,error,5,No,No Warranty,Manual,9284,4,2018
135,Hyundai,Aura,S 1.2 Petrol,5760913,1197 cc,2,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,165/70 R14,165/70 R14,error,5,No,No Warranty,Manual,1873,3,2013
136,Hyundai,Aura,S 1.2 Amt Petrol,7163463,1197 cc,2,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,175/60 R15,175/60 R15,error,5,No,No Warranty,Manual,6936,3,2019
137,Hyundai,Aura,Sx 1.2 Petrol,4214050,1197 cc,2,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,175/60 R15,175/60 R15,Digital,5,No,No Warranty,Manual,2049,4,2018
138,Hyundai,Aura,Sx Plus 1.2 Amt Petrol,8136008,1197 cc,2,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,175/60 R15,175/60 R15,Digital,5,Yes,No Warranty,Manual,5248,5,2021
139,Hyundai,Aura,Sx (O) 1.2 Petrol,9581164,1197 cc,2,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,175/60 R15,175/60 R15,Digital,5,Yes,No Warranty,Manual,1320,5,2016
140,Hyundai,Aura,S 1.2 Cng Petrol (Cng +,3782483,1197 cc,2,37 litres,CNG + Petrol,23 km/litre,5,Ventilated Disc,Drum,175/60 R15,175/60 R15,error,5,No,No Warranty,Manual,1702,2,2014
141,Hyundai,Aura,Sx Plus 1.0 Petrol,8860113,998 cc,2,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,175/60 R15,175/60 R15,Digital,5,Yes,No Warranty,Manual,9453,3,2010
142,Hyundai,Aura,S 1.2 Diesel,5489378,1186 cc,2,37 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,165/70 R14,165/70 R14,error,5,No,No Warranty,Manual,6534,5,2013
143,Hyundai,Aura,S 1.2 Amt Diesel,5740381,1186 cc,2,37 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,175/60 R15,175/60 R15,error,5,No,No Warranty,Manual,3299,3,2021
144,Hyundai,Aura,Sx Plus 1.2 Amt Diesel,9228034,1186 cc,2,37 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,175/60 R15,175/60 R15,Digital,5,Yes,No Warranty,Manual,7363,4,2012
145,Hyundai,Aura,Sx (O) 1.2 Diesel,7391884,1186 cc,2,37 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,175/60 R15,175/60 R15,Digital,5,Yes,No Warranty,Manual,10191,5,2022
146,Volkswagen,Polo,Trendline 1.0L (P),3130465,999 cc,3,45 litres,Petrol,14 km/litre,5,Ventilated Disc,Drum,175/70R14,175/70R14,Analog,5,No,2 years / Unlimited Kms,Manual,5829,4,2011
147,Volkswagen,Polo,Comfortline 1.0 (P),4825704,999 cc,3,45 litres,Petrol,14 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,2 years / Unlimited Kms,Manual,6182,3,2012
148,Volkswagen,Polo,Highline Plus 1.0 (P),5716071,999 cc,3,45 litres,Petrol,14 km/litre,5,Ventilated Disc,Drum,185/60R16,185/60R16,Analog,5,Yes,2 years / Unlimited Kms,Manual,6407,2,2018
149,Volkswagen,Polo,Trendline 1.5L (D),2281627,1498 cc,4,45 litres,Diesel,19 km/litre,5,Ventilated Disc,Drum,175/70R14,175/70R14,Analog,5,No,2 years / Unlimited Kms,Manual,4966,2,2021
150,Volkswagen,Polo,Comfortline 1.5 (D),1851146,1498 cc,4,45 litres,Diesel,19 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,2 years / Unlimited Kms,Manual,3876,3,2011
151,Volkswagen,Polo,Highline Plus 1.5 (D),7745094,1498 cc,4,45 litres,Diesel,19 km/litre,5,Ventilated Disc,Drum,185/60R16,185/60R16,Analog,5,Yes,2 years / Unlimited Kms,Manual,6528,5,2019
152,Volkswagen,Polo,Gt Tsi,1183130,1197 cc,4,45 litres,Petrol,17 km/litre,7,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,2 years / Unlimited Kms,Manual,2633,4,2012
153,Volkswagen,Polo,Gt Tdi,4913467,1498 cc,4,45 litres,Diesel,19 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,2 years / Unlimited Kms,Manual,3000,4,2015
154,Maruti Suzuki,Dzire,Lxi,8578321,1197 cc,4,37 litres,Petrol,16.3 km/litre,5,Ventilated Disc,Drum,165/80R14,165/80R14,Analog,5,No,2 years /40000 Kms (years/distance whichever comes first),Manual,9614,5,2016
155,Maruti Suzuki,Dzire,Vxi,3445500,1197 cc,4,37 litres,Petrol,16.3 km/litre,5,Ventilated Disc,Drum,165/80R14,165/80R14,Analog,5,No,2 years /40000 Kms (years/distance whichever comes first),Manual,4026,5,2022
156,Maruti Suzuki,Dzire,Ldi,8127764,1248 cc,4,37 litres,Diesel,"28,4 km/litre",5,Ventilated Disc,Drum,165/80R14,165/80R14,Analog,5,No,2 years /40000 Kms (years/distance whichever comes first),Manual,10820,5,2014
157,Maruti Suzuki,Dzire,Zxi,3686603,1197 cc,4,37 litres,Petrol,16.3 km/litre,5,Ventilated Disc,Drum,185/65R15,185/65R15,Analog,5,No,2 years /40000 Kms (years/distance whichever comes first),Manual,10593,2,2010
158,Maruti Suzuki,Dzire,Vdi,5347223,1248 cc,4,37 litres,Diesel,28.4 km/litre,5,Ventilated Disc,Drum,165/80R14,165/80R14,Analog,5,No,2 years /40000 Kms (years/distance whichever comes first),Manual,4970,3,2012
159,Maruti Suzuki,Dzire,Vxi Amt,7257413,1197 cc,4,37 litres,Petrol,16.3 km/litre,4,Ventilated Disc,Drum,165/80R14,165/80R14,Analog,5,No,2 years /40000 Kms (years/distance whichever comes first),Manual,2230,3,2020
160,Maruti Suzuki,Dzire,Zdi Amt,5161647,1248 cc,4,37 litres,Diesel,28.4 km/litre,5,Ventilated Disc,Drum,185/65R15,185/65R15,Analog,5,No,2 years /40000 Kms (years/distance whichever comes first),Manual,9185,4,2014
161,Maruti Suzuki,Dzire,Zdi,9469299,1248 cc,4,37 litres,Diesel,"28,4 km/litre",5,Ventilated Disc,Drum,185/65R15,185/65R15,Analog,5,No,2 years /40000 Kms (years/distance whichever comes first),Manual,4060,3,2019
162,Maruti Suzuki,Dzire,Zxi Plus,3603115,1197 cc,4,37 litres,Petrol,16.3 km/litre,5,Ventilated Disc,Drum,185/65R15,185/65R15,Analog,5,No,2 years /40000 Kms (years/distance whichever comes first),Manual,4861,3,2015
163,Maruti Suzuki,Dzire,Zxi At,3896133,1197 cc,4,37 litres,Petrol,16.3 km/litre,5,Ventilated Disc,Drum,185/65R15,185/65R15,Analog,5,No,2 years /40000 Kms (years/distance whichever comes first),Manual,6637,2,2013
164,Maruti Suzuki,Dzire,Zxi Plus Amt,9815361,1197 cc,4,37 litres,Petrol,16.3 km/litre,5,Ventilated Disc,Drum,185/65R15,185/65R15,Analog,5,No,2 years /40000 Kms (years/distance whichever comes first),Manual,8441,2,2014
165,Maruti Suzuki,Dzire,Zdi Plus,1958006,1248 cc,4,37 litres,Diesel,"28,4 km/litre",5,Ventilated Disc,Drum,185/65R15,185/65R15,Analog,5,No,2 years /40000 Kms (years/distance whichever comes first),Manual,4890,4,2017
166,Maruti Suzuki,Dzire,Vdi Amt,4444959,1248 cc,4,37 litres,Diesel,28.4 km/litre,5,Ventilated Disc,Drum,165/80R14,165/80R14,Analog,5,No,2 years /40000 Kms (years/distance whichever comes first),Manual,3122,3,2016
167,Maruti Suzuki,Dzire,Zdi Plus Amt,4561844,1248 cc,4,37 litres,Diesel,28.4 km/litre,5,Ventilated Disc,Drum,185/65R15,185/65R15,Analog,5,No,2 years /40000 Kms (years/distance whichever comes first),Manual,5234,2,2011
168,Ford,Freestyle,1.5L Tdci Ambiente,4018533,1498 cc,4,40 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,No,"2 Years / 100,000 Kms (whichever comes first)",Manual,10836,3,2015
169,Ford,Freestyle,1.5L Tdci Titanium,4960335,1498 cc,4,40 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,175/65R14,175/65R14,Analog,5,Yes,"2 Years / 100,000 Kms (whichever comes first)",Manual,4720,5,2019
170,Ford,Freestyle,1.5L Tdci Titanium Plus,6705728,1498 cc,4,40 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,175/65R14,175/65R14,Analog,5,Yes,"2 Years / 100,000 Kms (whichever comes first)",Manual,9764,4,2011
171,Ford,Freestyle,1.2L Ti-Vct Ambiente,5543413,1194 cc,3,42 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,No,"2 Years / 100,000 Kms (whichever comes first)",Manual,5436,2,2016
172,Ford,Freestyle,1.2L Ti-Vct Titanium,1711500,1194 cc,3,42 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,"2 Years / 100,000 Kms (whichever comes first)",Manual,7647,3,2012
173,Ford,Freestyle,1.2L Ti-Vct Titanium Plus,5938850,1194 cc,3,42 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,"2 Years / 100,000 Kms (whichever comes first)",Manual,1575,3,2020
174,Ford,Freestyle,1.2L Ti-Vct Trend Plus,4921146,1194 cc,3,42 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,"2 Years / 100,000 Kms (whichever comes first)",Manual,6244,5,2016
175,Ford,Freestyle,1.5L Tdci Trend Plus,8469581,1498 cc,3,42 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,175/65R14,175/65R14,Analog,5,Yes,"2 Years / 100,000 Kms (whichever comes first)",Manual,9905,3,2020
176,Volkswagen,Ameo,Trendline 1.5L Tdi,2995858,1498 cc,2,45 litres,Diesel,15.3 km/litre,4,Ventilated Disc,Drum,185/60 R15,185/60 R15,Analog,5,Yes,No Warranty,Manual,7833,4,2018
177,Volkswagen,Ameo,Comfortline 1.5L Tdi,4297257,1498 cc,2,45 litres,Diesel,15.3 km/litre,4,Ventilated Disc,Drum,185/60 R15,185/60 R15,Digital,5,Yes,No Warranty,Manual,1789,4,2017
178,Volkswagen,Ameo,Highline Plus 1.5L Tdi Dsg,4624423,1498 cc,2,45 litres,Diesel,15.3 km/litre,7,Ventilated Disc,Drum,195 / 55 R16,195 / 55 R16,Digital,5,Yes,No Warranty,Manual,7242,3,2010
179,Volkswagen,Ameo,Highline Plus 1.5L Tdi,7932958,1498 cc,2,45 litres,Diesel,15.3 km/litre,4,Ventilated Disc,Drum,195 / 55 R16,195 / 55 R16,Digital,5,Yes,No Warranty,Manual,6696,5,2020
180,Volkswagen,Ameo,Trendline 1.0L,5575182,999 cc,3,45 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,175/70 R14,175/70 R14,Analog,5,No,No Warranty,Manual,8697,4,2014
181,Volkswagen,Ameo,Comfortline 1.0L,8986548,999 cc,3,45 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,185/60 R15,185/60 R15,Analog,5,Yes,No Warranty,Manual,10752,3,2021
182,Volkswagen,Ameo,Highline Plus 1.0L,6481537,999 cc,3,45 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,195/55 R16,195/55 R16,Analog,5,Yes,No Warranty,Manual,3414,5,2011
183,Volkswagen,Ameo,Gt Line Tdi Dsg,7249146,1498 cc,2,45 litres,Diesel,15.3 km/litre,7,Ventilated Disc,Drum,195 / 55 R16,195 / 55 R16,Digital,5,Yes,No Warranty,Manual,8299,5,2018
184,Ford,Aspire,1.2 Ti-Vct Ambiente,6908462,1194 cc,4,42 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,175/65R14,175/65R14,Analog,5,No,"2 Years / 100,000 Kms (whichever comes first)",Manual,7240,4,2014
185,Ford,Aspire,1.2 Ti-Vct Trend Plus,3524515,1194 cc,4,42 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,175/65R14,175/65R14,Analog,5,No,No Warranty,Manual,9690,5,2017
186,Ford,Aspire,1.2 Ti-Vct Trend,6680205,1194 cc,4,42 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,175/65R14,175/65R14,Analog,5,Yes,"2 Years / 100,000 Kms (whichever comes first)",Manual,9996,5,2021
187,Ford,Aspire,1.5 Tdci Ambiente,1094237,1498 cc,4,40 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,175/65R14,175/65R14,Analog,5,No,"2 Years / 100,000 Kms (whichever comes first)",Manual,10495,2,2020
188,Ford,Aspire,1.5 Tdci Trend,5181175,1498 cc,4,40 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,175/65R14,175/65R14,Analog,5,Yes,"2 Years / 100,000 Kms (whichever comes first)",Manual,7507,3,2016
189,Ford,Aspire,1.5 Tdci Trend Plus,7638401,1498 cc,4,40 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,175/65R14,175/65R14,Analog,5,Yes,"2 Years / 100,000 Kms (whichever comes first)",Manual,1340,2,2018
190,Ford,Aspire,1.5 Tdci Titanium,6667385,1498 cc,4,40 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,195/55R15,195/55R15,Analog,5,Yes,"2 Years / 100,000 Kms (whichever comes first)",Manual,8290,4,2012
191,Ford,Aspire,1.5 Tdci Titanium Plus,1016908,1498 cc,4,40 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,195/55R15,195/55R15,Analog,5,Yes,"2 Years / 100,000 Kms (whichever comes first)",Manual,8418,5,2017
192,Ford,Aspire,1.2 Ti-Vct Titanium Plus,1011949,1194 cc,4,42 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,195/55R15,195/55R15,Analog,5,Yes,"2 Years / 100,000 Kms (whichever comes first)",Manual,9018,4,2018
193,Ford,Aspire,1.2 Ti-Vct Titanium,2474797,1194 cc,4,42 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,195/55R15,195/55R15,Analog,5,Yes,"2 Years / 100,000 Kms (whichever comes first)",Manual,3422,3,2016
194,Ford,Aspire,1.2 Trend Plus Cng,5252139,1194 cc,4,42 litres,CNG,23 km/litre,5,Ventilated Disc,Drum,175/65R14,175/65R14,Analog,5,No,No Warranty,Manual,3721,4,2011
195,Ford,Aspire,1.2 Ti-Vct Blu,4380381,1194 cc,4,42 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,195/55R15,195/55R15,Analog,5,Yes,"2 Years / 100,000 Kms (whichever comes first)",Manual,3657,5,2013
196,Ford,Aspire,1.5 Tdci Blu,3494219,1498 cc,4,40 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,195/55R15,195/55R15,Analog,5,Yes,"2 Years / 100,000 Kms (whichever comes first)",Manual,10214,2,2016
197,Toyota,Platinum Etios,G,3430712,1496 cc,4,45 litres,Petrol,"13,6 km/litre",5,Ventilated Disc,Drum,175/70R15,175/70R15,Analog,5,No,3 years /100000 Kms (years/distance whichever comes first),Manual,5928,5,2016
198,Toyota,Platinum Etios,V,3114324,1496 cc,4,45 litres,Petrol,"13,6 km/litre",5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,3 years /100000 Kms (years/distance whichever comes first),Manual,7575,5,2017
199,Toyota,Platinum Etios,Gd,5420002,1364 cc,4,45 litres,Diesel,20.32 km/litre,5,Ventilated Disc,Drum,175/70R15,175/70R15,Analog,5,No,3 years /100000 Kms (years/distance whichever comes first),Manual,4500,4,2013
200,Toyota,Platinum Etios,Vd,4596007,1364 cc,4,45 litres,Diesel,20.3 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,3 years /100000 Kms (years/distance whichever comes first),Manual,8887,2,2011
201,Toyota,Platinum Etios,Vxd,5103352,1364 cc,4,45 litres,Diesel,20.32 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,3 years /100000 Kms (years/distance whichever comes first),Manual,4038,3,2017
202,Toyota,Platinum Etios,Vx,8755860,1496 cc,4,45 litres,Petrol,"13,6 km/litre",5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,No Warranty,Manual,10515,3,2021
203,Toyota,Platinum Etios,Gx,9888393,1496 cc,4,45 litres,Petrol,13.6 km/litre,5,Ventilated Disc,Drum,175/70R15,175/70R15,Analog,5,No,3 years /100000 Kms (years/distance whichever comes first),Manual,8792,5,2020
204,Toyota,Platinum Etios,Gxd,9543766,1364 cc,4,45 litres,Diesel,20.3 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,3 years /100000 Kms (years/distance whichever comes first),Manual,9434,2,2012
205,Toyota,Platinum Etios,Vxd Limited Edition,3186134,1364 cc,4,45 litres,Diesel,20.32 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,3 years /100000 Kms (years/distance whichever comes first),Manual,6054,3,2011
206,Toyota,Platinum Etios,Vx Limited Edition,1338102,1496 cc,4,45 litres,Petrol,13.6 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,No Warranty,Manual,3913,4,2017
207,Toyota,Etios Cross,V,3621768,1496 cc,4,45 litres,Petrol,15 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,3 years /100000 Kms (years/distance whichever comes first),Manual,3779,2,2017
208,Toyota,Etios Cross,G,7204064,1197 cc,4,45 litres,Petrol,"16,78 km/litre",5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,No,3 years /100000 Kms (years/distance whichever comes first),Manual,7689,4,2019
209,Toyota,Etios Cross,Vd,1711140,1364 cc,4,45 litres,Diesel,18.1 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,3 years /100000 Kms (years/distance whichever comes first),Manual,3496,3,2019
210,Toyota,Etios Cross,Gd,9262425,1364 cc,4,45 litres,Diesel,18.1 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,No,3 years /100000 Kms (years/distance whichever comes first),Manual,3458,2,2022
211,Toyota,Etios Cross,1.2 X Edition,7998306,1197 cc,4,45 litres,Petrol,16.78 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,No,3 years /100000 Kms (years/distance whichever comes first),Manual,2073,5,2014
212,Toyota,Etios Cross,1.4 X Edition,7607845,1364 cc,4,45 litres,Diesel,18.1 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,No,3 years /100000 Kms (years/distance whichever comes first),Manual,1855,2,2016
213,Mahindra,Verito Vibe,D2,2455996,1461 cc,4,50 litres,Diesel,18 km/litre,5,Solid Disc,Drum,185/70R14,185/70R14,Analog,5,No,"2 Years / 50,000 Kms (Whichever comes earlier)",Manual,3430,4,2011
214,Mahindra,Verito Vibe,D4,7580607,1461 cc,4,50 litres,Diesel,18 km/litre,5,Solid Disc,Drum,185/70R14,185/70R14,Analog,5,No,"2 Years / 50,000 Kms (Whichever comes earlier)",Manual,2466,3,2012
215,Mahindra,Verito Vibe,D6,6808017,1461 cc,4,50 litres,Diesel,18 km/litre,5,Solid Disc,Drum,185/70R14,185/70R14,Analog,5,Yes,"2 Years / 50,000 Kms (Whichever comes earlier)",Manual,8708,5,2022
216,Fiat,Urban Cross,1.3 Multijet Active,4090283,1248 cc,4,45 litres,Diesel,20 km/litre,4,Ventilated Disc,Drum,205/55 R16,205/55 R16,Analog,5,Yes,No Warranty,Automatic,10522,5,2012
217,Fiat,Urban Cross,1.3 Multijet Dynamic,3115518,1248 cc,4,45 litres,Diesel,20 km/litre,4,Ventilated Disc,Drum,205/55 R16,205/55 R16,Analog,5,Yes,No Warranty,Manual,6039,4,2019
218,Fiat,Urban Cross,1.4 T-Jet Emotion,7040156,1368 cc,4,45 litres,Petrol,17 km/litre,4,Ventilated Disc,Drum,205/55 R16,205/55 R16,Analog,5,No,No Warranty,Automatic,5606,2,2017
219,Fiat,Urban Cross,1.3 Multijet Emotion,3659663,1248 cc,4,45 litres,Diesel,20 km/litre,4,Ventilated Disc,Drum,205/55 R16,205/55 R16,Analog,5,No,No Warranty,Automatic,3628,5,2010
220,Toyota,Glanza,G Hybrid,9029819,1197 cc,4,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,195 / 55 R16,195 / 55 R16,"Analog, Digital",5,Yes,No Warranty,Manual,9121,2,2016
221,Toyota,Glanza,V,4972899,1197 cc,4,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,195 / 55 R16,195 / 55 R16,"Analog, Digital",5,Yes,No Warranty,Manual,7147,3,2011
222,Toyota,Glanza,G Cvt,7771413,1197 cc,4,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,195 / 55 R16,195 / 55 R16,Digital,5,Yes,No Warranty,Manual,4333,5,2011
223,Toyota,Glanza,V Cvt,2019985,1197 cc,4,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,195 / 55 R16,195 / 55 R16,"Analog, Digital",5,Yes,No Warranty,Manual,6574,3,2021
224,Toyota,Glanza,G Mt,8445192,1197 cc,4,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,195 / 55 R16,195 / 55 R16,Digital,5,Yes,No Warranty,Manual,8485,3,2017
225,Fiat,Avventura,Multijet Dynamic,8845968,1248 cc,4,45 litres,Diesel,11.2 km/litre,5,Ventilated Disc,Drum,205/55R16,205/55R16,Analog,5,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Manual,4390,5,2010
226,Fiat,Avventura,Multijet Active,3795199,1248 cc,4,45 litres,Diesel,11.2 km/litre,5,Ventilated Disc,Drum,205/55R16,205/55R16,Analog,5,No,"3 Years/1,00,000 Kms (Whichever comes earlier)",Manual,4537,2,2012
227,Fiat,Avventura,Multijet Emotion,1927895,1248 cc,4,45 litres,Diesel,11.2 km/litre,5,Ventilated Disc,Drum,205/55R16,205/55R16,Analog,5,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Manual,8097,4,2019
228,Honda,Jazz,V Petrol,6753636,1199 cc,4,40 litres,Petrol,11.3 km/litre,5,Ventilated Disc,Drum,175/65R15,175/65R15,Analog,5,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Manual,7642,3,2020
229,Honda,Jazz,Vx Cvt,6386527,1199 cc,4,40 litres,Petrol,11.3 km/litre,5,Ventilated Disc,Drum,175/65R15,175/65R15,Analog,5,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Manual,6019,5,2018
230,Honda,Jazz,Vx Petrol,6422973,1199 cc,4,40 litres,Petrol,11.3 km/litre,5,Ventilated Disc,Drum,175/65R15,175/65R15,Analog,5,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Manual,7371,4,2019
231,Honda,Jazz,V Cvt,8706418,1199 cc,4,40 litres,Petrol,11.3 km/litre,5,Ventilated Disc,Drum,175/65R15,175/65R15,Analog,5,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Manual,10301,3,2016
232,Honda,Jazz,S Diesel,2538300,1498 cc,4,40 litres,Diesel,12 km/litre,6,Ventilated Disc,Drum,175/65,175/65,Analog,5,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Manual,4427,5,2012
233,Honda,Jazz,V Diesel,9074155,1498 cc,4,40 litres,Diesel,12 km/litre,6,Ventilated Disc,Drum,175/65R15,175/65R15,Analog,5,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Manual,8882,5,2016
